Code_substance;Libelle_substance;Code_ARP
24296.0;LUMÉFANTRINE;ARP000921
24296.0;LUMÉFANTRINE;ARP000922
39567.0;ARTÉMÉTHER;ARP000922
3691.0;GUAÏFÉNÉSINE;ARP000923
626.0;SALBUTAMOL;ARP000923
2064.0;HYDROCHLOROTHIAZIDE;ARP000924
64438.0;LOSARTAN;ARP000924
5100.0;POUDRE D'OPIUM;ARP000925
3590.0;MÉTILSULFATE DE TIÉMONIUM;ARP000925
63854.0;CÉLÉCOXIB;ARP000926
19809.0;ATORVASTATINE;ARP000928
10394.0;SIMÉTICONE;ARP000929
637.0;BENZOATE DE SODIUM;ARP000930
2045.0;HEXÉTIDINE;ARP000931
5431.0;LIDOCAÏNE;ARP000932
51044.0;HEXAMIDINE;ARP000932
355.0;MALÉATE DE TRIMÉBUTINE;ARP000935
2560.0;MÉBÉVÉRINE (CHLORHYDRATE DE);ARP000937
2064.0;HYDROCHLOROTHIAZIDE;ARP000938
48528.0;LOSARTAN POTASSIQUE;ARP000938
48528.0;LOSARTAN POTASSIQUE;ARP000939
2064.0;HYDROCHLOROTHIAZIDE;ARP000939
588.0;PROMESTRIÈNE;ARP000941
1830.0;THIOCOLCHICOSIDE;ARP000942
1830.0;THIOCOLCHICOSIDE;ARP000943
4834.0;EMBONATE DE PYRANTEL;ARP000945
2285.0;PYRIMÉTHAMINE;ARP000946
1807.0;ÉTHINYLESTRADIOL;ARP000947
196.0;LÉVONORGESTREL;ARP000947
17878.0;LAMIVUDINE;ARP000948
22692.0;KÉTOCONAZOLE;ARP000949
93748.0;BÉSYLATE D'AMLODIPINE;ARP000950
93748.0;AMLODIPINE (BÉSILATE D');ARP000950
7436.0;FUMARATE DE BISOPROLOL;ARP000950
3013.0;TRISILICATE DE MAGNÉSIUM;ARP000951
2940.0;HYDROXYDE D'ALUMINIUM;ARP000951
11532.0;RAMIPRIL;ARP000952
842.0;NIFÉDIPINE;ARP000953
97658.0;BISOPROLOL;ARP000954
2064.0;HYDROCHLOROTHIAZIDE;ARP000954
39727.0;AMLODIPINE;ARP000955
19809.0;ATORVASTATINE;ARP000955
2201.0;DEXPANTHÉNOL;ARP000956
2067.0;HYDROCORTISONE;ARP000958
2171.0;PREDNISONE;ARP000959
59885.0;BÉCLOMÉTASONE BASE;ARP000960
1328.0;MOLSIDOMINE;ARP000962
15009.0;TIMOLOL;ARP000964
51528.0;DORZOLAMIDE;ARP000964
2709.0;LACTULOSE;ARP000965
69916.0;PÉRINDOPRIL ARGININE;ARP000966
7436.0;FUMARATE DE BISOPROLOL;ARP000966
7436.0;BISOPROLOL (FUMARATE DE);ARP000966
5248.0;AMOXICILLINE;ARP000967
93286.0;ACIDE CLAVULANIQUE;ARP000967
3980.0;ACÉTATE DE PREDNISOLONE;ARP000970
342.0;TRIMÉTHOPRIME;ARP000971
2878.0;SULFAMÉTHOXAZOLE;ARP000971
2878.0;SULFAMÉTHOXAZOLE;ARP000972
342.0;TRIMÉTHOPRIME;ARP000972
342.0;TRIMÉTHOPRIME;ARP000973
2878.0;SULFAMÉTHOXAZOLE;ARP000973
2878.0;SULFAMÉTHOXAZOLE;ARP000974
342.0;TRIMÉTHOPRIME;ARP000974
342.0;TRIMÉTHOPRIME;ARP000975
2878.0;SULFAMÉTHOXAZOLE;ARP000975
69916.0;PÉRINDOPRIL ARGININE;ARP000976
819.0;INDAPAMIDE;ARP000976
52431.0;PÉRINDOPRIL;ARP000977
39727.0;AMLODIPINE;ARP000977
52431.0;PÉRINDOPRIL;ARP000978
52431.0;PÉRINDOPRIL;ARP000979
52431.0;PÉRINDOPRIL;ARP000980
52431.0;PÉRINDOPRIL;ARP000981
63854.0;CÉLÉCOXIB;ARP000982
63854.0;CÉLÉCOXIB;ARP000983
63854.0;CÉLÉCOXIB;ARP000984
47493.0;ÉTORICOXIB;ARP000985
48528.0;LOSARTAN POTASSIQUE;ARP000986
33207.0;ROSUVASTATINE;ARP000988
24563.0;CLARITHROMYCINE;ARP000990
1525.0;VITAMINE D3;ARP000993
1525.0;VITAMINE D3;ARP000994
1525.0;VITAMINE D3;ARP000995
27729.0;ACIDE CROMOGLYCIQUE;ARP000996
473.0;CROMOGLICATE DE SODIUM;ARP000997
27729.0;ACIDE CROMOGLYCIQUE;ARP000998
1525.0;VITAMINE D3;ARP000999
67717.0;SILDÉNAFIL;ARP001001
6088.0;ISOTRÉTINOÏNE;ARP001002
93286.0;ACIDE CLAVULANIQUE;ARP001003
5248.0;AMOXICILLINE;ARP001003
28165.0;AMOXICILLINE TRIHYDRATÉE;ARP001004
93286.0;ACIDE CLAVULANIQUE;ARP001004
2962.0;GLUCOHEPTONATE DE CALCIUM;ARP001005
54353.0;LÉVOCÉTIRIZINE;ARP001006
27729.0;ACIDE CROMOGLYCIQUE;ARP001007
15009.0;TIMOLOL;ARP001008
525.0;GENTAMICINE (SULFATE DE);ARP001009
25715.0;ACICLOVIR;ARP001010
889.0;PEROXYDE DE BENZOYLE;ARP001011
889.0;PEROXYDE DE BENZOYLE;ARP001012
1539.0;CYANOCOBALAMINE;ARP001015
1539.0;CYANOCOBALAMINE;ARP001016
631.0;ACÉTATE DE SODIUM TRIHYDRATÉ;ARP001017
541.0;HESPÉRIDINE MÉTHYLCHALCONE;ARP001018
1023.0;ACIDE ASCORBIQUE;ARP001018
541.0;HESPÉRIDINE MÉTHYLCHALCONE;ARP001019
1023.0;ACIDE ASCORBIQUE;ARP001019
25336.0;PIROXICAM;ARP001020
32109.0;CYPROHEPTADINE;ARP001021
1023.0;VITAMINE C;ARP001021
3984.0;CHLORHYDRATE DE PYRIDOXINE;ARP001022
3455.0;ACÉTATE DE POTASSIUM;ARP001023
4422.0;STÉARATE DE MAGNÉSIUM;ARP001023
4196.0;CITRATE DE CAFÉINE;ARP001023
7238.0;MISOPROSTOL;ARP001024
64438.0;LOSARTAN;ARP001026
39422.0;PRÉGABALINE;ARP001027
1525.0;VITAMINE D3;ARP001028
428.0;CARBONATE DE CALCIUM;ARP001028
64114.0;MANGANÈSE;ARP001028
1023.0;VITAMINE C;ARP001028
651.0;TERPINE;ARP001031
24563.0;CLARITHROMYCINE;ARP001032
5248.0;AMOXICILLINE;ARP001033
93286.0;ACIDE CLAVULANIQUE;ARP001034
5248.0;AMOXICILLINE;ARP001034
614.0;PROPIONATE DE CLOBÉTASOL;ARP001035
74798.0;CLOZAPINE;ARP001036
54693.0;CLOPIDOGREL;ARP001037
706.0;CLOTRIMAZOLE;ARP001038
545.0;HYDROCORTISONE (ACÉTATE D');ARP001039
706.0;CLOTRIMAZOLE;ARP001039
48296.0;CLINDAMYCINE;ARP001040
48296.0;CLINDAMYCINE;ARP001041
93286.0;ACIDE CLAVULANIQUE;ARP001042
5248.0;AMOXICILLINE;ARP001042
93286.0;ACIDE CLAVULANIQUE;ARP001043
5248.0;AMOXICILLINE;ARP001043
11532.0;RAMIPRIL;ARP001044
2064.0;HYDROCHLOROTHIAZIDE;ARP001044
73377.0;PHOSPHATE DE DEXAMÉTHASONE;ARP001045
4455.0;SULFATE DE NÉOMYCINE;ARP001045
3401.0;CHLORHYDRATE DE MINOCYCLINE;ARP001046
21697.0;PIPÉRAQUINE (TÉTRAPHOSPHATE DE);ARP001047
141.0;DACARBAZINE;ARP001048
3778.0;CHLORHEXIDINE (GLUCONATE DE);ARP001049
637.0;BENZOATE DE SODIUM;ARP001050
8.0;ACIDE BORIQUE;ARP001050
8.0;ACIDE BORIQUE;ARP001053
637.0;BENZOATE DE SODIUM;ARP001053
901.0;CHLORURE DE SODIUM;ARP001053
74765.0;PHOSPHATE DE CODÉINE HÉMIHYDRATÉ;ARP001054
2202.0;PARACÉTAMOL;ARP001054
33609.0;FRACTION FLAVONOÏQUE PURIFIÉE MICRONISÉE;ARP001055
4773.0;OMÉPRAZOLE;ARP001056
4773.0;OMÉPRAZOLE;ARP001057
65948.0;DESLORATADINE;ARP001058
13013.0;CALCIPOTRIOL;ARP001059
1261.0;BÉTAMÉTHASONE;ARP001059
3026.0;NITRATE DE MICONAZOLE;ARP001061
2067.0;HYDROCORTISONE;ARP001061
945.0;DANAZOL;ARP001062
27287.0;DAPOXÉTINE;ARP001064
21697.0;PIPÉRAQUINE (TÉTRAPHOSPHATE DE);ARP001065
3499.0;PHOSPHATE DE PRIMAQUINE;ARP001065
35415.0;TRAMADOL;ARP001066
2202.0;PARACÉTAMOL;ARP001066
19757.0;CÉFAZOLINE;ARP001067
47604.0;GENTAMICINE;ARP001068
1261.0;BÉTAMÉTHASONE;ARP001068
1023.0;VITAMINE C;ARP001069
3348.0;ALBENDAZOLE;ARP001070
670.0;TRIMÉBUTINE;ARP001071
57670.0;ACÉTATE DE TRIPTORÉLINE;ARP001072
3026.0;NITRATE DE MICONAZOLE;ARP001073
5080.0;CHLORHYDRATE D'OXYMÉTAZOLINE;ARP001074
929.0;OXYDE DE ZINC;ARP001077
663.0;DIOXYDE DE TITANE;ARP001077
2202.0;PARACÉTAMOL;ARP001078
37.0;DICLOFÉNAC SODIQUE;ARP001078
30646.0;DEXKÉTOPROFÈNE;ARP001079
2197.0;OXYTOCINE;ARP001081
342.0;TRIMÉTHOPRIME;ARP001082
436.0;CAMPHRE;ARP001084
3085.0;PILOCARPINE (CHLORHYDRATE DE);ARP001084
5562.0;VALPROATE DE SODIUM;ARP001085
2169.0;PREDNISOLONE;ARP001089
614.0;CLOBÉTASOL (PROPIONATE DE);ARP001090
22692.0;KÉTOCONAZOLE;ARP001091
4179.0;DIPROPIONATE DE BÉCLOMÉTASONE;ARP001092
3778.0;DIGLUCONATE DE CHLORHEXIDINE;ARP001093
4771.0;CHLORURE DE BENZALKONIUM;ARP001093
474.0;SULFATE DE CUIVRE PENTAHYDRATÉ;ARP001094
929.0;OXYDE DE ZINC;ARP001094
614.0;PROPIONATE DE CLOBÉTASOL;ARP001096
525.0;SULFATE DE GENTAMICINE;ARP001096
3026.0;NITRATE DE MICONAZOLE;ARP001096
690.0;ACIDE SALICYLIQUE;ARP001097
1261.0;BÉTAMÉTHASONE;ARP001097
55004.0;BLÉOMYCINE;ARP001098
4730.0;BÉTAMÉTHASONE (DIPROPIONATE DE);ARP001098
51891.0;PAROXÉTINE;ARP001099
32109.0;CYPROHEPTADINE;ARP001100
46395.0;ORNITHINE (CHLORHYDRATE D');ARP001100
3752.0;ASPARTATE D'ARGININE;ARP001100
60459.0;EMTRICITABINE;ARP001101
98937.0;TÉNOFOVIR ALAFÉNAMIDE;ARP001101
65948.0;DESLORATADINE;ARP001102
65948.0;DESLORATADINE;ARP001103
65948.0;DESLORATADINE;ARP001104
65948.0;DESLORATADINE;ARP001105
65948.0;DESLORATADINE;ARP001106
65948.0;DESLORATADINE;ARP001107
65948.0;DESLORATADINE;ARP001108
79537.0;CHLORHYDRATE DE LYSINE;ARP001109
3197.0;CHLORHYDRATE DE CYPROHEPTADINE;ARP001109
7436.0;HÉMIFUMARATE DE BISOPROLOL;ARP001110
1608.0;DEXAMÉTHASONE;ARP001112
1608.0;DEXAMÉTHASONE;ARP001113
55004.0;BLÉOMYCINE;ARP001113
1608.0;DEXAMÉTHASONE;ARP001115
676.0;VASELINE;ARP001116
532.0;GLYCÉROL;ARP001116
67549.0;RABÉPRAZOLE;ARP001117
3229.0;DEXTROMÉTHORPHANE (BROMHYDRATE DE);ARP001118
2202.0;PARACÉTAMOL;ARP001119
2202.0;PARACÉTAMOL;ARP001120
71861.0;GLIMÉPIRIDE;ARP001121
3229.0;BROMHYDRATE DE DEXTROMÉTHORPHANE;ARP001122
71861.0;GLIMÉPIRIDE;ARP001123
527.0;GLICLAZIDE;ARP001124
24321.0;METFORMINE (CHLORHYDRATE DE);ARP001125
4442.0;METFORMINE;ARP001125
1976.0;GLIBENCLAMIDE;ARP001126
24321.0;CHLORHYDRATE DE METFORMINE;ARP001126
529.0;GLUCOSE;ARP001127
529.0;GLUCOSE;ARP001128
529.0;GLUCOSE;ARP001129
529.0;GLUCOSE;ARP001130
71861.0;GLIMÉPIRIDE;ARP001131
24321.0;CHLORHYDRATE DE METFORMINE;ARP001132
71861.0;GLIMÉPIRIDE;ARP001132
71861.0;GLIMÉPIRIDE;ARP001133
24321.0;CHLORHYDRATE DE METFORMINE;ARP001133
9414.0;DIOSMECTITE;ARP001134
5791.0;TEINTURE DE BRYONE;ARP001135
428.0;CARBONATE DE CALCIUM;ARP001135
1637.0;DIAZÉPAM;ARP001136
1637.0;DIAZÉPAM;ARP001137
5033.0;BENZATHINE BENZYLPÉNICILLINE;ARP001138
199.0;BROMURE DE PINAVÉRIUM;ARP001139
36592.0;DICLOFÉNAC;ARP001140
36592.0;DICLOFÉNAC;ARP001141
37.0;DICLOFÉNAC SODIQUE;ARP001142
36592.0;DICLOFÉNAC;ARP001143
37.0;DICLOFÉNAC SODIQUE;ARP001144
36592.0;DICLOFÉNAC;ARP001145
37.0;DICLOFÉNAC SODIQUE;ARP001146
36592.0;DICLOFÉNAC;ARP001147
37.0;DICLOFÉNAC SODIQUE;ARP001148
37.0;DICLOFÉNAC SODIQUE;ARP001149
36592.0;DICLOFÉNAC;ARP001150
37.0;DICLOFÉNAC SODIQUE;ARP001150
36592.0;DICLOFÉNAC;ARP001151
36592.0;DICLOFÉNAC;ARP001152
37.0;DICLOFÉNAC SODIQUE;ARP001153
37.0;DICLOFÉNAC SODIQUE;ARP001154
36592.0;DICLOFÉNAC;ARP001155
3790.0;MÉSILATE DE DIHYDROERGOTAMINE;ARP001156
36592.0;DICLOFÉNAC;ARP001158
93.0;CHLORURE DE POTASSIUM;ARP001159
11279.0;FLUCONAZOLE;ARP001160
3661.0;BÉTACAROTÈNE;ARP001161
1023.0;VITAMINE C;ARP001162
4034.0;FAMOTIDINE;ARP001163
15078.0;THÉOPHYLLINE;ARP001164
2382.0;MÉTRONIDAZOLE;ARP001165
2109.0;PHOLCODINE;ARP001166
769.0;DIOSMINE;ARP001168
66431.0;CIPROFLOXACINE;ARP001169
39727.0;AMLODIPINE;ARP001170
64438.0;LOSARTAN;ARP001171
2064.0;HYDROCHLOROTHIAZIDE;ARP001171
7603.0;PROPOFOL;ARP001172
4730.0;BÉTAMÉTHASONE (DIPROPIONATE DE);ARP001173
1261.0;BÉTAMÉTHASONE;ARP001174
2914.0;SULPIRIDE;ARP001175
2914.0;SULPIRIDE;ARP001176
61309.0;EXTRAIT SEC DE FRUIT D'AGNUS CASTUS;ARP001177
33207.0;ROSUVASTATINE;ARP001178
2340.0;MÉTHOCARBAMOL;ARP001179
2202.0;PARACÉTAMOL;ARP001179
2160.0;ACIDE FUSIDIQUE;ARP001180
1261.0;BÉTAMÉTHASONE;ARP001181
2160.0;ACIDE FUSIDIQUE;ARP001181
1786.0;ESTRADIOL;ARP001183
901.0;CHLORURE DE SODIUM;ARP001185
529.0;GLUCOSE ANHYDRE;ARP001185
74569.0;DOBUTAMINE BASE;ARP001186
38643.0;DOCÉTAXEL;ARP001187
38643.0;DOCÉTAXEL;ARP001188
2074.0;HYDROXOCOBALAMINE;ARP001189
2236.0;PROMÉTHAZINE;ARP001190
420.0;CAFÉINE;ARP001190
2202.0;PARACÉTAMOL;ARP001190
36592.0;DICLOFÉNAC;ARP001191
37.0;DICLOFÉNAC SODIQUE;ARP001192
37.0;DICLOFÉNAC SODIQUE;ARP001193
2202.0;PARACÉTAMOL;ARP001194
2202.0;PARACÉTAMOL;ARP001195
2202.0;PARACÉTAMOL;ARP001196
1023.0;ACIDE ASCORBIQUE;ARP001197
2202.0;PARACÉTAMOL;ARP001197
2202.0;PARACÉTAMOL;ARP001198
1023.0;ACIDE ASCORBIQUE;ARP001198
2202.0;PARACÉTAMOL;ARP001199
2202.0;PARACÉTAMOL;ARP001200
2202.0;PARACÉTAMOL;ARP001201
2202.0;PARACÉTAMOL;ARP001202
2201.0;DEXPANTHÉNOL;ARP001204
2024.0;HÉPARINE SODIQUE;ARP001204
86571.0;CHLORHYDRATE DE TRAMADOL;ARP001205
35415.0;TRAMADOL;ARP001205
2202.0;PARACÉTAMOL;ARP001206
2202.0;PARACÉTAMOL;ARP001207
2202.0;PARACÉTAMOL;ARP001208
36592.0;DICLOFÉNAC;ARP001209
37.0;DICLOFÉNAC SODIQUE;ARP001210
2202.0;PARACÉTAMOL;ARP001211
2092.0;IBUPROFÈNE;ARP001211
35415.0;TRAMADOL;ARP001212
984.0;DOMPÉRIDONE;ARP001213
984.0;DOMPÉRIDONE;ARP001214
38524.0;PANTOPRAZOLE;ARP001214
984.0;DOMPÉRIDONE;ARP001215
984.0;DOMPÉRIDONE;ARP001216
984.0;DOMPÉRIDONE;ARP001217
3225.0;SUCCINATE DE DOXYLAMINE;ARP001218
15734.0;VALSARTAN;ARP001222
59477.0;OXYDE DE GADOLINIUM;ARP001223
94332.0;DOTA;ARP001223
62114.0;ACIDE GADOTÉRIQUE;ARP001223
3236.0;DOXORUBICINE (CHLORHYDRATE DE);ARP001224
3236.0;DOXORUBICINE (CHLORHYDRATE DE);ARP001225
3984.0;CHLORHYDRATE DE PYRIDOXINE;ARP001226
3225.0;SUCCINATE DE DOXYLAMINE;ARP001226
3236.0;DOXORUBICINE (CHLORHYDRATE DE);ARP001227
28372.0;DOXYCYCLINE;ARP001228
28372.0;DOXYCYCLINE;ARP001229
7055.0;DOXYCYCLINE HYDRATÉE;ARP001230
28372.0;DOXYCYCLINE;ARP001231
28372.0;DOXYCYCLINE;ARP001232
7055.0;DOXYCYCLINE MONOHYDRATÉE;ARP001233
28372.0;DOXYCYCLINE;ARP001233
2382.0;MÉTRONIDAZOLE;ARP001237
3778.0;DIGLUCONATE DE CHLORHEXIDINE;ARP001239
2202.0;PARACÉTAMOL;ARP001240
3778.0;GLUCONATE DE CHLORHEXIDINE;ARP001240
3229.0;BROMHYDRATE DE DEXTROMÉTHORPHANE;ARP001241
3229.0;DEXTROMÉTHORPHANE (BROMHYDRATE DE);ARP001242
5.0;ACÉTYLSALICYLIQUE (ACIDE);ARP001243
420.0;CAFÉINE;ARP001243
2202.0;PARACÉTAMOL;ARP001243
631.0;ACÉTATE DE SODIUM TRIHYDRATÉ;ARP001244
195.0;CÉFADROXIL;ARP001245
19476.0;POVIDONE;ARP001247
2997.0;FUMARATE FERREUX;ARP001249
196.0;LÉVONORGESTREL;ARP001249
51796.0;TRAVOPROST;ARP001250
200.0;TIMOLOL (MALÉATE DE);ARP001250
9122.0;ZIDOVUDINE;ARP001251
17878.0;LAMIVUDINE;ARP001251
2709.0;LACTULOSE;ARP001252
1765.0;DYDROGESTÉRONE;ARP001253
2560.0;CHLORHYDRATE DE MÉBÉVÉRINE;ARP001254
36065.0;DUTASTÉRIDE;ARP001255
64851.0;TAMSULOSINE;ARP001255
1525.0;VITAMINE D3;ARP001256
1525.0;CHOLÉCALCIFÉROL;ARP001256
65948.0;DESLORATADINE;ARP001257
36592.0;DICLOFÉNAC;ARP001258
2202.0;PARACÉTAMOL;ARP001258
36592.0;DICLOFÉNAC;ARP001259
37.0;DICLOFÉNAC SODIQUE;ARP001260
36592.0;DICLOFÉNAC;ARP001260
36592.0;DICLOFÉNAC;ARP001261
36592.0;DICLOFÉNAC;ARP001262
37.0;DICLOFÉNAC SODIQUE;ARP001262
12345.0;SECNIDAZOLE;ARP001264
12345.0;SECNIDAZOLE;ARP001265
65948.0;DESLORATADINE;ARP001266
60459.0;EMTRICITABINE;ARP001267
79537.0;CHLORHYDRATE DE LYSINE;ARP001268
3197.0;CHLORHYDRATE DE CYPROHEPTADINE;ARP001268
37.0;DICLOFÉNAC SODIQUE;ARP001269
5453.0;SALICYLATE DE MÉTHYLE;ARP001269
64438.0;LOSARTAN;ARP001271
2064.0;HYDROCHLOROTHIAZIDE;ARP001271
37.0;DICLOFÉNAC SODIQUE;ARP001272
3969.0;PHLOROGLUCINOL DIHYDRATÉ;ARP001273
33207.0;ROSUVASTATINE;ARP001274
79172.0;PEROXYDE D'HYDROGÈNE;ARP001276
4401.0;EAU POUR PRÉPARATIONS INJECTABLES;ARP001277
21053.0;CAPTOPRIL;ARP001278
2064.0;HYDROCHLOROTHIAZIDE;ARP001278
889.0;PEROXYDE DE BENZOYLE;ARP001279
22692.0;KÉTOCONAZOLE;ARP001280
3929.0;NITRATE D'ÉCONAZOLE;ARP001280
22692.0;KÉTOCONAZOLE;ARP001281
3929.0;NITRATE D'ÉCONAZOLE;ARP001282
22692.0;KÉTOCONAZOLE;ARP001283
22692.0;KÉTOCONAZOLE;ARP001284
47493.0;ÉTORICOXIB;ARP001285
1591.0;ALPROSTADIL;ARP001286
28416.0;VANCOMYCINE;ARP001287
17256.0;ÉFAVIRENZ;ARP001288
17256.0;ÉFAVIRENZ;ARP001289
60459.0;EMTRICITABINE;ARP001289
17256.0;ÉFAVIRENZ;ARP001290
17256.0;ÉFAVIRENZ;ARP001291
17256.0;ÉFAVIRENZ;ARP001292
17256.0;ÉFAVIRENZ;ARP001293
767.0;ACIDE CHOLIQUE;ARP001295
535.0;TRÉTINOÏNE;ARP001296
2202.0;PARACÉTAMOL;ARP001297
2202.0;PARACÉTAMOL;ARP001299
2202.0;PARACÉTAMOL;ARP001300
1023.0;ACIDE ASCORBIQUE;ARP001300
1525.0;CHOLÉCALCIFÉROL;ARP001301
26322.0;VENLAFAXINE;ARP001302
9665.0;ACÉPONATE D'HYDROCORTISONE;ARP001303
1853.0;ÉTILÉFRINE (CHLORHYDRATE D');ARP001304
85033.0;FLUOR ÉLÉMENT;ARP001305
1040.0;ACIDE FOLIQUE;ARP001305
14446.0;FUROATE DE MOMÉTASONE;ARP001307
13112.0;ALPRAZOLAM;ARP001308
4773.0;OMÉPRAZOLE;ARP001309
42430.0;OXALIPLATINE;ARP001311
42430.0;OXALIPLATINE;ARP001312
27368.0;CHLOROBUTANOL HÉMIHYDRATÉ;ARP001313
33959.0;SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE;ARP001313
33959.0;SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE;ARP001314
27368.0;CHLOROBUTANOL HÉMIHYDRATÉ;ARP001314
44778.0;SULBACTAM;ARP001315
2376.0;MÉTOPIMAZINE;ARP001318
4910.0;FACTEUR VIII DE COAGULATION HUMAIN ;ARP001319
67432.0;ÉNALAPRIL;ARP001321
67432.0;ÉNALAPRIL;ARP001322
3682.0;MALÉATE D'ÉNALAPRIL;ARP001323
2064.0;HYDROCHLOROTHIAZIDE;ARP001324
3682.0;MALÉATE D'ÉNALAPRIL;ARP001324
77405.0;CYCLOPHOSPHAMIDE ANHYDRE;ARP001326
1556.0;CYCLOPHOSPHAMIDE;ARP001326
27775.0;RILPIVIRINE;ARP001327
67432.0;ÉNALAPRIL;ARP001328
60311.0;NITRENDIPINE;ARP001328
76589.0;ENTÉCAVIR;ARP001329
93286.0;ACIDE CLAVULANIQUE;ARP001332
5248.0;AMOXICILLINE;ARP001332
8351.0;ÉNOXAPARINE SODIQUE ;ARP001334
8351.0;ÉNOXAPARINE SODIQUE ;ARP001335
8351.0;ÉNOXAPARINE SODIQUE ;ARP001336
47604.0;GENTAMICINE;ARP001338
2382.0;MÉTRONIDAZOLE;ARP001339
4415.0;HYDROXYDE DE MAGNÉSIUM;ARP001341
6201.0;ÉOSINE DISODIQUE;ARP001343
24833.0;VELPATASVIR;ARP001344
83492.0;SOFOSBUVIR;ARP001344
420.0;CAFÉINE;ARP001345
637.0;BENZOATE DE SODIUM;ARP001345
90615.0;PSEUDOÉPHÉDRINE;ARP001348
2202.0;PARACÉTAMOL;ARP001348
40628.0;CHLORHYDRATE D'ÉPIRUBICINE;ARP001349
17878.0;LAMIVUDINE;ARP001350
49585.0;CÉTUXIMAB ;ARP001353
98159.0;TADALAFIL;ARP001354
67717.0;SILDÉNAFIL;ARP001355
32743.0;FINASTÉRIDE;ARP001356
65948.0;DESLORATADINE;ARP001358
68776.0;ENTÉCAVIR MONOHYDRATÉ;ARP001361
1785.0;ÉRYTHROMYCINE;ARP001362
1785.0;ÉRYTHROMYCINE;ARP001363
1785.0;ÉRYTHROMYCINE;ARP001364
1785.0;ÉRYTHROMYCINE;ARP001365
1785.0;ÉRYTHROMYCINE;ARP001366
535.0;TRÉTINOÏNE;ARP001366
1785.0;ÉRYTHROMYCINE BASE;ARP001367
1785.0;ÉRYTHROMYCINE;ARP001368
1785.0;ÉRYTHROMYCINE;ARP001369
1785.0;ÉRYTHROMYCINE;ARP001371
942.0;RUTOSIDE;ARP001372
234.0;EXTRAIT FLUIDE D'HAMAMÉLIS;ARP001372
89971.0;ESCITALOPRAM;ARP001373
2092.0;IBUPROFÈNE;ARP001375
2064.0;HYDROCHLOROTHIAZIDE;ARP001376
65948.0;DESLORATADINE;ARP001377
16496.0;ROCURONIUM (BROMURE DE);ARP001378
17407.0;ÉSOMÉPRAZOLE;ARP001379
17407.0;ÉSOMÉPRAZOLE;ARP001380
17407.0;ÉSOMÉPRAZOLE;ARP001381
17407.0;ÉSOMÉPRAZOLE;ARP001382
17407.0;ÉSOMÉPRAZOLE;ARP001383
984.0;DOMPÉRIDONE;ARP001383
17407.0;ÉSOMÉPRAZOLE;ARP001384
17407.0;ÉSOMÉPRAZOLE;ARP001385
17407.0;ÉSOMÉPRAZOLE;ARP001386
1786.0;ESTRADIOL;ARP001387
1796.0;ÉTAMSYLATE;ARP001390
713.0;ÉTOPOSIDE;ARP001392
713.0;ÉTOPOSIDE;ARP001393
436.0;CAMPHRE;ARP001394
467.0;CODÉINE;ARP001394
521.0;GAÏACOL;ARP001394
25936.0;PHOSPHATE DE CODÉINE ANHYDRE;ARP001394
608.0;PHÉNOL;ARP001394
467.0;CODÉINE;ARP001395
3666.0;CINÉOLE;ARP001395
213.0;FEUILLE DE SÉNÉ;ARP001396
48157.0;EXTRAIT SEC AQUEUX SUR MALTODEXTRINE D'ÉRYSIMUM OFFICINALE;ARP001398
467.0;CODÉINE;ARP001398
85116.0;PIRÉTANIDE;ARP001401
4129.0;ACÉTYLLEUCINE;ARP001402
5386.0;AMIODARONE (CHLORHYDRATE D');ARP001403
85516.0;CÉFOTAXIME;ARP001404
984.0;DOMPÉRIDONE;ARP001405
984.0;DOMPÉRIDONE;ARP001406
27287.0;DAPOXÉTINE;ARP001407
5246.0;GLUCONATE DE ZINC;ARP001408
2064.0;HYDROCHLOROTHIAZIDE;ARP001410
39727.0;AMLODIPINE;ARP001410
15734.0;VALSARTAN;ARP001410
15734.0;VALSARTAN;ARP001411
2064.0;HYDROCHLOROTHIAZIDE;ARP001411
39727.0;AMLODIPINE;ARP001411
98159.0;TADALAFIL;ARP001412
196.0;LÉVONORGESTREL;ARP001414
2754.0;OFLOXACINE;ARP001415
930.0;PEROXYDE DE ZINC;ARP001417
2969.0;DIMÉTICONE;ARP001417
1014.0;ACÉTYLCYSTÉINE;ARP001418
5033.0;BENZATHINE BENZYLPÉNICILLINE;ARP001419
3927.0;ACÉTATE DE MÉTHYLPREDNISOLONE;ARP001420
44778.0;SULBACTAM;ARP001421
26064.0;EMPAGLIFLOZINE;ARP001422
67717.0;SILDÉNAFIL;ARP001423
17407.0;ÉSOMÉPRAZOLE;ARP001424
17407.0;ÉSOMÉPRAZOLE;ARP001425
17407.0;ÉSOMÉPRAZOLE;ARP001426
47493.0;ÉTORICOXIB;ARP001427
47903.0;AFLIBERCEPT ;ARP001428
51796.0;TRAVOPROST;ARP001429
4910.0;FACTEUR VIII DE COAGULATION HUMAIN ;ARP001430
2285.0;PYRIMÉTHAMINE;ARP001431
706.0;CLOTRIMAZOLE;ARP001433
28372.0;DOXYCYCLINE;ARP001434
40628.0;ÉPIRUBICINE (CHLORHYDRATE D');ARP001435
4913.0;FUSIDATE DE SODIUM;ARP001436
35532.0;ACIDE ALENDRONIQUE;ARP001437
